Commet,label
እንደዚህ አይነት ሰዉ ዶማነዉ አታነግረዉ,ስላቅ
ፕሮፋይል መግቢያህ ላይ ያስቀመጥከው ፀሎት መንፈሳዊ እንዲያስመስልህ ሞክረህ ነበር ከአፍህ ፍሬ ግን ማን እንደሆንክ ታወቀብህ አስመሳይ የበግ ለምድ የለበስክ ተኩላ ነህ,ስላቅ
ለጅቡቲ ጥሩ ነው መለማመጃ እቃ አገኘች ለሌላው ይጠቅማታል,ስላቅ
ዛሬ ቀኑ ደስ ይላል,ስላቅ አይደለም
ሲሰበሰብ የነበረው ፊርማ የት ደረሰ?,ስላቅ አይደለም
እስቲ እግዚአብሔርን ባሉኝ?,ስላቅ አይደለም
ለገሠ ቱሉ ዘር አይውጣልህአምላክ በቤተሠብህ ይክፈልህ,ስላቅ
አይ ትግሬ ካለፈ አለመማር አሁንም የአማራን መሬት ላይ አይናቸውን እንደተከሉ ነው መጨረሻቸው ግን እጅግ የከፋ ነው ሚሆነው,ስላቅ አይደለም
ጎሮቤት ሀገር አናስቀይምም ብለን ነዉ,ስላቅ
እንደው ምን ኣይነት ጭካኔ ነው እየተካሄደ ያለው? ያማል። የሰው ልጅ በሰላም የመኖር መብቱ ተነፈገ። የት ሂዶ ይኑር? ፈጣሪ ሆይ ምህረት ኣውርድልን።,ስላቅ አይደለም
በዚህ ሰው ምክንያት ስንት ሰዎችን አተናል ክርስትያኖች እና አማሮች በሜንጫ ታርደዋል በከበቡኝ ጨዋታ ስንቱ በደቦ እንዲገደል በጠራራ ፀሃይ ተሰቅሎ እንዲገደል ምክንያት የሆነ ሰው ዛሬ እንዲ አማረኛ ተናጋሪ እና ኦርቶዶክሶች ሲያሽቃብጡ ሳይ ለዚህ ህዝብ ሞት ሲያንስ ነው ለዚህ አሽቃባጭ ህዝብ አስር ጅዋር ሲያንስ ነው ለውሸታም ህዝብ ውሸታም ቀጣፊ መሪ ሲያንስ ነው,ስላቅ አይደለም
ብቻህን 100.000 መቶ ሺ ተከፋይ አክቲቪስቶች አልቻሉህም ።,ስላቅ አይደለም
ዮዛ ለአይኔማ ትንሽ ጣፋጭ መከልከል የለብኝም አላለይም,ስላቅ
በአማራ ሕዝብ ላይ የተፈፀመው ፥ እየተፈፀመም ያለው ግፍ በሌላ ብሔር ላይ ብሆን እስካሁን 30 አኖሌ ሐውልት በየከተማው ይቆም ነበር ።,ስላቅ አይደለም
በእናንተ ጉዳይ እኛም «አንፀፀትም»😀☺️,ስላቅ
ስጀምር ቲክ ቶክ የጥጋበኞች መንደር ነዉ፡፡ Approxmetly የምድርቷ ነዋሪ 65% በላይ ደሃና የኔ ቢጤ የደሃ ደሃ/whitpoor/ ነዉ። ለነኝህ ተዘጋ ተከፈተ ያዉ ነዉ፡፡ ይልቁንስ የተጨቆኑ ማህበረሰብ ነፃ ለመዉጣት የሚተጋገሉበት fb እና telegram እንዳይዘጋብን ብቻ።።,ስላቅ አይደለም
እኔ የምላችሁ ፕሪመር ሊግ ከተባሉት ተወጣጥተው ጅቡትን ማሸነፍ የማይችል ከሆነ የኢ/ያ ሊግ እያላችሁ አታውሩብን,ስላቅ አይደለም
አጠራቅሞ ለቤቱ ከተበር ሊሰራ ነው,ስላቅ
የኢትዮጲያ ብሄራዊ ቡድን የማይሸነፈዉ ካልተጫወተ ብቻ ነው !,ስላቅ
ለሰላማዊ ጥሪ ፈቃደኛ በመሆናቸው ሊመሰገኑ ይገባል,ስላቅ አይደለም
These Geስላቅ አይደለምeratioስላቅ አይደለም ይገርምሃል እኔ የልጆቼን እናት ሳገኛት ደሞዜ 34 ብር ከ 35 ሳንቲም ነበር እንደዛም ሆኖ ፍቅር መሃላችን ስለነበር በቅቶን ነው ምንኖር የነበረው,ስላቅ
በሰላማዊ ሰልፍ ስትድኑ እናያለን አስገድዶ ሰልፍ ውጡ ብሎ ድጋፍ አገኘሁ ያለ መንግስት ይሄ ብቻ ሳይሆን አይቀርም😂😂,ስላቅ አይደለም
በዚህ ዘመን በእግሩ ያለጫማ የሚሄድ ህብረተሰብ በጠራራራ ፀሃይ ጋቢ ሚለብስ ደሃ ገበሬ በሞላበት ሃገር ቤተመንግስት መገንባት ያሳዝናል ራበን እያሉ ወገኔ ባላወቀው ጦርነት ተሳትፎ ለረሃብ አበቁት,ስላቅ
ሰላም ለሁለም ሁሉም ለሰላምይሻላል ሌሎችም የነሱን ሂደት እንዲከተሉ ይመከራል,ስላቅ አይደለም
ያኔ በሰልፍ ሰላም ስጡን ስንል የት ነበራችሁ ካድሬ በሙሉ ይሄ ህዝብ 100% ተገዶ በማስፍራራት የወጣ ሸማግሌ ነዉ ፍኖነት ሁሌም ነጻ ያወጣል ድል ለፍኖ ሞትና ዉርደት ለተላላኪ ካድሬወች,ስላቅ አይደለም
"ከተባለው ከ180,000,000 ከንታል 70-80%ቱ የተመረተው ለማዕከላዊ ገብያ ሆነ ለመላው ሀገሪቱ በርበሬ ከምታቀርበው ከሀላባ ነው❤ #ሀላባ_የዛላ_በርበሬ_መገኛ!!",ስላቅ አይደለም
ኮፊተረም ይዎሻል የሰው ልጆ ይዎሻል ለጌታ ፊሩ ወገኖች ለወንገል ፊሩ,ስላቅ አይደለም
ዋሊያ ኢትዮጵያ ዉስጥ ብቻ የሚኖር ብርቄዬ እንስሳ ስለሆነ ጎረቤት አገር አዲስ ሆኖበት ነዉ ተደነባብሮ ዉጤት ያጣዉ አትፍረዱበት,ስላቅ
እውነተኛ ሰው ከእስፔን ተማር አለምነህ አንተ ዘረኛ ነህ,ስላቅ አይደለም
Koaስላቅ አይደለም AD አንተን አስንቆ የለ እንዴ!? ለውጥ ትጠላለህ😂😂,ስላቅ አይደለም
ውቧ ባሕር ዳር ሰላምሽ ይብዛ,ስላቅ አይደለም
ቆይ ማነው አውቆ ለኛ የሚሸነፈው እንደሰማሁ ከሆኔ የዴሞዝ ብዛት ነው ተጫዋቾችን የሚያዘነጋው ቀንሰው ቢያዩ በጠባብ ጎል እንደዝህ እንድሸነፉ ጃል,ስላቅ
ባለ ልዩ ጣዕም የማረቆ ህዝብ ልዩ ብራንድ የሆነው የማረቆ ፋና በርበሬ በዋናነት በማረቆ ልዩ-ወረዳ ይመረታል፤ ጥራቱን የጠበቀውን ባለ ልዩ ጣዕሙን የማረቆ ፋና በርበሬ በማረቆ ልዩ-ወረዳ ማዕከል በቆሼ ከተማና በአካባቢው ያገኛሉ!,ስላቅ አይደለም
ማን ስለፈጠረው ሞት ነው የምታወራው እንሱ የለኮሱት እሳት ኢትዮጵያውያንን በያሉበት የሚያቃጥለው አሁን የጁንታው ወዳጅ መሆንህን አሳየሀን እኔስ አብይ ?ጣሙ ብያለ,ስላቅ
ፍልስጤሞች ከሳዑዲ-እስራኤል ታሪካዊ ስምምነት የሚፈልጉት ምንድን ነው?,ስላቅ አይደለም
የከባድ ተሽከርካሪ መኪና ሹፌር አማራ ክልል ታግቼ በሞባይል ባንኪንግ 700 ከፍዬ ተፈትቻለሁ ብለዋል የሚል የውሸት ዜና ትለቃላችሁ በእንደዚህ ዓይነት ወንጀል የተሳተፈ ወንበዴ እንዴት በሞባይል ባንኪንግ ገንዘብ ይቀበላል ተብሎ ይታመናል,ስላቅ አይደለም
ጎርጎሪወስ ባተ አፍ አይጠራም👈,ስላቅ
የኢትዮጵያን ሰላም የሚያስፈራቸው ጠላቶች ሁሉንም በጎ ነገር የሚቃወምና ሀሰት የሚያሰራጭላቸውን ቅጥረኛ ህሊና ቢስ ተደጋጋሚ ፅሁፍ መመልከት ህብረተሰቡን ማደ,ስላቅ አይደለም
ሸኔ ወለጋም ተንቀሳቀሰ ሸዋ ከመንግስት ጋር ሳይሆን ፀቡ ህዝብን መግደል ማረድ ማገት ነው ሼኔ የዳቦ ስም እራሱ ብልፅግና ነው,ስላቅ
አየ ጃዋር ታጥቦ ጭቃ ሸኔማ ለአንተ ህጋዊ ነው። የንፁህ ሰው ደም እጅህ ላይ አለ።,ስላቅ
ድሮም ዋልያ ሳር እንጂ ዋንጫ አይበላም,ስላቅ
አሁን እንደሱ ሆዳም ህዝብ ካልሆነ ማንም አይሸወድልህም አገር መውጫ መግብያ አተን ገና የባር በር ቅብርጥሰዬ ይላል የጂኔ ልጆዎች ሴጣን መንግስት,ስላቅ አይደለም
እሽ ምስማር እንደት ወረደለት ?,ስላቅ አይደለም
የሀላባዉ ልዩ ማለያ ፣በልዩ ጣዕሙ በአለም የሚታወቅ ተወዳጁ ቀዩ ዘላ በርበሬ !!,ስላቅ አይደለም
ይህማ ኮንቶባንድ መሆን አላባት🤔,ስላቅ
አንድ ሚሊዮን ከመቶ ሃያ ሚሊዮን ጋር,ስላቅ
የዛሬው የጦጣ ንክሻ ይለያል ክክ አይ ፊሊፖስ አንተ ጅማታም እንድህ ቅጥል ስትል ደስ ይለኛል,ስላቅ
ይበል የሚያሰኝ ነው። ነገር ግን ይሔ ሶላር (በጸሐይ ሐይል የሚሰራ) ማብራት አይደለም። ከዋናው መስመር ጋር ተቀጥሎ ሲሰራ እያየን የምን ሶላር!! በተለምዶ ሰዎች የሚሉትን በመንግስታዊ ቢሮ መሆን የለበትም።,ስላቅ አይደለም
በትግራይ እናት ላይ የደረሰው መከራ በቤትሽ ይግባ።,ስላቅ
ጥሩ ነው ያልሞተ ልጅ ይደሰትበታል።የባለ ስልጣን ልጆች ውጭ አድገው ተምረው ሲመለሱ,ስላቅ አይደለም
ለሞጣ፡ሲል፡ይዛገ,ስላቅ አይደለም
"ቢያንስ ሞጣ ና ዮኒ ሴጋ ነፃ የሆነ ቲክታክ በመፈጠሩ For America's decisioስላቅ አይደለም, it is my decisioስላቅ አይደለም. Just am happy",ስላቅ
አዲስ አበቤ፣ ዐቢይ አህመድ ድንገት በጥይት ወይም በድንገተኛ ላስ ቢል በሰዓታት ውስጥ ታሪክህ ይለወጣል። የምፈራልህ የወለጋን የደም ጎርፍ እንደናቅህና መስማት እንኳ እንደተጠየፍህ,ስላቅ አይደለም
የእኛ ማራኪወች ሥትገርሙ ውሸታምነታችሁን የበለጠ እያጎላችሁት ነው.,ስላቅ አይደለም
ሰዎች አትዋሹ እንዴት ቁሞ መራመድ ይችል ነበር!,ስላቅ
ለማመን የሚከብድ ነገር ባትፅፉ ምክንያቱም እንዴት ገባ እንዴትስ እስካሁን ቆየ???,ስላቅ አይደለም
የንጽሐን ሞት ያሳዝናል ድል ለፋኖ 😂😁,ስላቅ አይደለም
ግንባሩን ንቀሱት አጋዩት ሸኙት አበቃ የማንም ንፍጣም ጭንጋፍ ኩታራ መጫወቻ መሆን ይብቃ ነጭ ሽብር ይፋፋም አብዮት ይቀጣጠል ስር ነቀል ለውጥ የሽግግር መንግስት ማቋቋም አስፈላጊ ነው,ስላቅ አይደለም
በርበሬው በራሱ ይነገራል ዬት እንደተማረታ!!#ሀላባዬ❤,ስላቅ አይደለም
OFC የሚበርታታ ፅሁፍ ግን ከመሀላችሁ የሚስተካከል ነገር አለ የብሄር ጥላቻ ያገነነው አካሄድን የሚከተሉ አሉ በተግባርም እንደዛው ይሄ ይሰተካከል #የፃፋችሁት ነፍስ እንደዘራ ከተፈለገ የብሄር ጥላቻ በተለይ ከኦሮሚያ ክልል ፓለቲከኞች ለአማራ ፓለቲከኞችም ሆነ ህዝብ ያላችሁ የግል ምልከታ ለማዳ ጅብ አይነት ናችሁ አንድ ላይ ለመስራት የምታስፈሩ አይነት ለማለት ነው ።ይሄ ከናተ አልፎ ውጣቱም ጋ አልፎ አልፎ ይታያል ።,ስላቅ አይደለም
ሰው መሳይ ጭራቅ በቤተ ክርስቲያን እና በአማራ ህዝብ ላይ የሰራህውን ሴራ መቸም አንረሳውም,ስላቅ
እግዚአብሔር ያፅናናችሁየተከሰተው ነገር በጣም ልብ ሰባሪ ክስተት ነው የሰው ልጅ ክቡር ነው ግን ለምን ጥንቃቄና ሀላፊነት በጎደለ ተግባር የሰው ልጅ ይሞታል አፍራሽና የዕለቱ ስራ አሰሪዎች መጠየቅ አለባቸው ፍትህ ለጌትነት,ስላቅ አይደለም
ለባለሙያ ክብር የማይሰጠው ዘመን ሆነ እንጅ እነዚህ ልሸለሙ ይገባል,ስላቅ አይደለም
አልሸባብን የሚያስንቅ አሸባሪ አራት ኪሎ አስቀምጣችሁ ስለ ሌላው አሸባሪ ታወራላችሁ? አልሸባብን በአይነት በአይነቱ አገዳደል ያስተማረዉ አቢይ ይባላል።,ስላቅ
ብዙ የኦርቶዶክስ አገልጋዮች ዘማሪዎች መምህራኖች ዲያቆኖች ቄሶች እንዲሁም ጳጳሳት አባቶች ዝነኛ የኦርቶዶክስ አገልጋዮች እንዲሁም የኦርቶዶክስ ሀይማኖት ተከታይ የሆኑ አብዛኛ ህዝብ ከቀን ወደ ቀን ወደ ፕሮቴስታንት እምነት እየጎረፉ ነው ምክንያቱ ለምን እንደሆነ ይገባቹኋል ግን ከኢየሱስ ውጪ ሌላ አምላክ ስለሌለ እሱን ብቻ ማምለክ ስላለባቸው ማክበር ስላለባቸው የመፃሀፍ ቅዱስ ቃል አስገድዷቸው ነው ወደ እሱ እየመጡ ያሉት እርቶዶክስ ጋ ሀይማኖትና ሌሎች ደባል የሚመለኩ የጌታ ክብር እየተካፈሉ እየተጋሩ ያሉ መላክቶች ቅዱሳኖች ማሪያም ሁሉም ይገባቸዋል እያሉ ስለሚያመልኳቸው ስለሚዘምሩላቸው ስለሚዘክሩላቸው በፈጣሪ ፋንታ ተፈጣሪዎችም ስለሚመለኩ አይመችም ስለዚ ወደ አንዱ ክብር ወደሚገባው አምላክ ወደ ሚከበርበት ጋ ደስ እያላቸው እመጡ ነው ገና መቼ አልቀው ሁሉም ወደ ኢየሱስ ይመጣል አማራጭ የለውም ኢየሱስ ጌታ የጌቶች ጌታ ይከበራል ይነግሳል ኦርቶዶክስ ወደ ኢየሱስ ብቻ ማምለክ ይቀየራል,ስላቅ አይደለም
የኢትዮጵያ ብሔራዊ እግር ኳስ በዚሕ ስአት የዚችን ድሐ ሐገር ለተጨማሪ ድህነት እየዳረገ ያለ ከርሞ ጥጃ ፣ አድሮ ቃሪያ ፣ ቢወቅጡት እምቦጭ ፣ ነውር ጌጡ ፣ የስንፍና ምልክት ፣ እድሜውን በሙሉ በምክንያት የተሸበበ አስቂኝ ከሆነ ከራረመ !!!,ስላቅ
አንድ ካንሰር ተነቀለልን ከቤተክርስትያን ለነገሩ ሰይጣን ዲያቢሎስም መልአከ ነበር!!,ስላቅ
ከዛስ? ብአዴን የረጅም ግዜ ስትራተጂና ዕቅድ ይዞ የሚንቀሳቀስ ድርጅት አይመስለኝም። አብይ ድንገት ተነስቶ ኦሮሚያና ደቡብን ይዤ እገነጠላለሁ ቢለው መልስ ያለ,ስላቅ አይደለም
ይቺን ሴትዮ ማነው ደግሞ የላከብን የቋንቋውን ጦርነት ከሀገራዊ ወደ አፍሪካዊ ከፍ ልታረገው አስባ ይመስላል,ስላቅ
እሄኮ መፍረስ ያለበት ብሔራዊ ቡድን ነው አጠቃላይ ስታፉ የለቦች ስብስብ እና ማንን ልያሸንፍ ነው የሚጠብቀው?,ስላቅ አይደለም
የግለሰቦችን ፍለጎት ለመሰከት ስትል በሬ ወለድ ዉሸት እየዘገብክ የገጱን ኳልት አታዉርድ ? የሀላባ በርበሬ ቀዩ ዛለ በሀገር ደረጀ እዉቅና የተሰጠዉ እንደሆና የምታወቅ ነዉ ። በምስሉ ከተጠቃምከቸዉ ፎቶዎች ከሀላባ ዉጭ የጠቀስከቸዉ የመንም ዬለበትም ፎቶ ይነገራል ።,ስላቅ አይደለም
1 ሚሊዮን የማያክል ህዝብ ከወከሉት 120 ሚሊዮን የወከለው ቡድን እንደት እኩል ይወጣል ለጦርነት እና ለማውደም ለፖለቲካ አንደኛ ለሥራ ለልማት ዜሮ ማቸም ከጦርነት እና ከሩጫ በስተቀር በአለም አንታወቅም,ስላቅ
ስልጤ ብራንድ በርበሬ,ስላቅ አይደለም
የቀድሞ ጠ/ሚኒስቴር አቶ መለሰ ዜናዊ እንደ አሉት የኢትዮጵያ ብሐራዊ ቡድን ኳዋስ ሜዳው በቆሎ ቢዘራ ህዝቡ ተጠቃሚ ይሆናል ያሉት በምክንያት ነው።,ስላቅ
ፎቶው የሀላባ በርበሬ ነው ብሎ ነግሮናል,ስላቅ አይደለም
ጂቡት ነጥብ ጣለች,ስላቅ
Tikitok ብዘጋ እኔም ደስተኛ ነኝ😀,ስላቅ አይደለም
እኔ በበኩሌ የትርሀስ ሀሳብ ያስማማኞል ይሄ ወሮበላ ዱርዬ ሱሰኞ ነው በሽታዋን የሚያብስባት እራሱነው ደሞ አይወዳትም ሊጠቀምባት ብቻነው የሚፈልጋት ትርሀስ እግዚአብሔር ይጠብቅሽ እውነተኞ ጋዜጠኞ ነሽ መፀሀፍ ቅድስ እራሱ ከተበዳይ ጎን ቁሙነው የሚለን,ስላቅ አይደለም
